Area,Year,IncomeGroup,Value
CAR - CORDILLERA ADMINISTRATIVE REGION,2018,10th Decile,43998.0
CAR - CORDILLERA ADMINISTRATIVE REGION,2018,1st Decile,5049.78
CAR - CORDILLERA ADMINISTRATIVE REGION,2018,2nd Decile,6673.04
CAR - CORDILLERA ADMINISTRATIVE REGION,2018,3rd Decile,7894.88
CAR - CORDILLERA ADMINISTRATIVE REGION,2018,4th Decile,8721.7
CAR - CORDILLERA ADMINISTRATIVE REGION,2018,5th Decile,9950.63
CAR - CORDILLERA ADMINISTRATIVE REGION,2018,6th Decile,12018.73
CAR - CORDILLERA ADMINISTRATIVE REGION,2018,7th Decile,14531.63
CAR - CORDILLERA ADMINISTRATIVE REGION,2018,8th Decile,17329.16
CAR - CORDILLERA ADMINISTRATIVE REGION,2018,9th Decile,23351.73
CAR - CORDILLERA ADMINISTRATIVE REGION,2018,All Income Groups,149519.27
CAR - CORDILLERA ADMINISTRATIVE REGION,2021,10th Decile,43354.44
CAR - CORDILLERA ADMINISTRATIVE REGION,2021,1st Decile,6263.21
CAR - CORDILLERA ADMINISTRATIVE REGION,2021,2nd Decile,8041.11
CAR - CORDILLERA ADMINISTRATIVE REGION,2021,3rd Decile,9224.73
CAR - CORDILLERA ADMINISTRATIVE REGION,2021,4th Decile,10274.89
CAR - CORDILLERA ADMINISTRATIVE REGION,2021,5th Decile,11470.47
CAR - CORDILLERA ADMINISTRATIVE REGION,2021,6th Decile,13059.27
CAR - CORDILLERA ADMINISTRATIVE REGION,2021,7th Decile,14690.95
CAR - CORDILLERA ADMINISTRATIVE REGION,2021,8th Decile,17590.63
CAR - CORDILLERA ADMINISTRATIVE REGION,2021,9th Decile,22834.9
CAR - CORDILLERA ADMINISTRATIVE REGION,2021,All Income Groups,156804.61
CAR - CORDILLERA ADMINISTRATIVE REGION,2023,10th Decile,35018.98
CAR - CORDILLERA ADMINISTRATIVE REGION,2023,1st Decile,8179.28
CAR - CORDILLERA ADMINISTRATIVE REGION,2023,2nd Decile,10005.11
CAR - CORDILLERA ADMINISTRATIVE REGION,2023,3rd Decile,11317.53
CAR - CORDILLERA ADMINISTRATIVE REGION,2023,4th Decile,12382.03
CAR - CORDILLERA ADMINISTRATIVE REGION,2023,5th Decile,13233.02
CAR - CORDILLERA ADMINISTRATIVE REGION,2023,6th Decile,15674.0
CAR - CORDILLERA ADMINISTRATIVE REGION,2023,7th Decile,17556.35
CAR - CORDILLERA ADMINISTRATIVE REGION,2023,8th Decile,20237.36
CAR - CORDILLERA ADMINISTRATIVE REGION,2023,9th Decile,22973.95
CAR - CORDILLERA ADMINISTRATIVE REGION,2023,All Income Groups,166577.62
Abra,2018,10th Decile,3593.99
Abra,2018,1st Decile,519.91
Abra,2018,2nd Decile,694.08
Abra,2018,3rd Decile,765.56
Abra,2018,4th Decile,851.9
Abra,2018,5th Decile,1064.84
Abra,2018,6th Decile,1104.61
Abra,2018,7th Decile,1195.11
Abra,2018,8th Decile,1541.38
Abra,2018,9th Decile,1934.13
Abra,2018,All Income Groups,13265.51
Abra,2021,10th Decile,4401.14
Abra,2021,1st Decile,694.62
Abra,2021,2nd Decile,843.86
Abra,2021,3rd Decile,907.82
Abra,2021,4th Decile,1090.33
Abra,2021,5th Decile,1119.67
Abra,2021,6th Decile,1236.98
Abra,2021,7th Decile,1347.06
Abra,2021,8th Decile,1572.45
Abra,2021,9th Decile,2141.94
Abra,2021,All Income Groups,15355.87
Abra,2023,10th Decile,3786.94
Abra,2023,1st Decile,836.56
Abra,2023,2nd Decile,1089.59
Abra,2023,3rd Decile,1135.91
Abra,2023,4th Decile,1290.07
Abra,2023,5th Decile,1365.17
Abra,2023,6th Decile,1379.56
Abra,2023,7th Decile,1577.71
Abra,2023,8th Decile,1742.1
Abra,2023,9th Decile,2142.13
Abra,2023,All Income Groups,16345.74
Benguet (Excluding City of Baguio),2018,10th Decile,12068.84
Benguet (Excluding City of Baguio),2018,1st Decile,1423.52
Benguet (Excluding City of Baguio),2018,2nd Decile,1996.75
Benguet (Excluding City of Baguio),2018,3rd Decile,2317.04
Benguet (Excluding City of Baguio),2018,4th Decile,2605.09
Benguet (Excluding City of Baguio),2018,5th Decile,3094.73
Benguet (Excluding City of Baguio),2018,6th Decile,3412.0
Benguet (Excluding City of Baguio),2018,7th Decile,3895.42
Benguet (Excluding City of Baguio),2018,8th Decile,4611.99
Benguet (Excluding City of Baguio),2018,9th Decile,6032.35
Benguet (Excluding City of Baguio),2018,All Income Groups,41457.73
Benguet (Excluding City of Baguio),2021,10th Decile,11007.08
Benguet (Excluding City of Baguio),2021,1st Decile,1677.34
Benguet (Excluding City of Baguio),2021,2nd Decile,2188.64
Benguet (Excluding City of Baguio),2021,3rd Decile,2576.9
Benguet (Excluding City of Baguio),2021,4th Decile,2952.5
Benguet (Excluding City of Baguio),2021,5th Decile,3041.63
Benguet (Excluding City of Baguio),2021,6th Decile,3554.32
Benguet (Excluding City of Baguio),2021,7th Decile,4027.76
Benguet (Excluding City of Baguio),2021,8th Decile,4634.49
Benguet (Excluding City of Baguio),2021,9th Decile,5743.21
Benguet (Excluding City of Baguio),2021,All Income Groups,41403.86
Benguet (Excluding City of Baguio),2023,10th Decile,8524.36
Benguet (Excluding City of Baguio),2023,1st Decile,2281.58
Benguet (Excluding City of Baguio),2023,2nd Decile,2963.05
Benguet (Excluding City of Baguio),2023,3rd Decile,3419.54
Benguet (Excluding City of Baguio),2023,4th Decile,3649.95
Benguet (Excluding City of Baguio),2023,5th Decile,4009.02
Benguet (Excluding City of Baguio),2023,6th Decile,4611.68
Benguet (Excluding City of Baguio),2023,7th Decile,5133.4
Benguet (Excluding City of Baguio),2023,8th Decile,5456.58
Benguet (Excluding City of Baguio),2023,9th Decile,6069.14
Benguet (Excluding City of Baguio),2023,All Income Groups,46118.3
City of Baguio,2018,10th Decile,12293.22
City of Baguio,2018,1st Decile,1657.22
City of Baguio,2018,2nd Decile,2274.62
City of Baguio,2018,3rd Decile,2677.8
City of Baguio,2018,4th Decile,3432.33
City of Baguio,2018,5th Decile,3993.48
City of Baguio,2018,6th Decile,4323.03
City of Baguio,2018,7th Decile,4653.36
City of Baguio,2018,8th Decile,6323.42
City of Baguio,2018,9th Decile,7081.84
City of Baguio,2018,All Income Groups,48710.34
City of Baguio,2021,10th Decile,12059.5
City of Baguio,2021,1st Decile,1940.61
City of Baguio,2021,2nd Decile,2645.36
City of Baguio,2021,3rd Decile,3049.44
City of Baguio,2021,4th Decile,3435.88
City of Baguio,2021,5th Decile,3599.15
City of Baguio,2021,6th Decile,3883.05
City of Baguio,2021,7th Decile,4709.76
City of Baguio,2021,8th Decile,5294.33
City of Baguio,2021,9th Decile,6137.62
City of Baguio,2021,All Income Groups,46754.71
City of Baguio,2023,10th Decile,8056.36
City of Baguio,2023,1st Decile,2584.0
City of Baguio,2023,2nd Decile,3071.87
City of Baguio,2023,3rd Decile,3683.67
City of Baguio,2023,4th Decile,4127.47
City of Baguio,2023,5th Decile,4260.96
City of Baguio,2023,6th Decile,4822.58
City of Baguio,2023,7th Decile,5278.62
City of Baguio,2023,8th Decile,5831.41
City of Baguio,2023,9th Decile,5515.99
City of Baguio,2023,All Income Groups,47232.91
Ifugao,2018,10th Decile,4062.26
Ifugao,2018,1st Decile,647.24
Ifugao,2018,2nd Decile,771.62
Ifugao,2018,3rd Decile,915.94
Ifugao,2018,4th Decile,901.42
Ifugao,2018,5th Decile,896.24
Ifugao,2018,6th Decile,1092.87
Ifugao,2018,7th Decile,1244.68
Ifugao,2018,8th Decile,1439.37
Ifugao,2018,9th Decile,2098.69
Ifugao,2018,All Income Groups,14070.34
Ifugao,2021,10th Decile,3982.42
Ifugao,2021,1st Decile,667.48
Ifugao,2021,2nd Decile,896.4
Ifugao,2021,3rd Decile,925.75
Ifugao,2021,4th Decile,1099.51
Ifugao,2021,5th Decile,1124.4
Ifugao,2021,6th Decile,1299.62
Ifugao,2021,7th Decile,1453.95
Ifugao,2021,8th Decile,1727.88
Ifugao,2021,9th Decile,2297.11
Ifugao,2021,All Income Groups,15474.53
Ifugao,2023,10th Decile,4116.04
Ifugao,2023,1st Decile,847.27
Ifugao,2023,2nd Decile,1021.03
Ifugao,2023,3rd Decile,1126.49
Ifugao,2023,4th Decile,1087.27
Ifugao,2023,5th Decile,1192.0
Ifugao,2023,6th Decile,1234.29
Ifugao,2023,7th Decile,1320.11
Ifugao,2023,8th Decile,1551.73
Ifugao,2023,9th Decile,2021.26
Ifugao,2023,All Income Groups,15517.48
Kalinga,2018,10th Decile,5260.95
Kalinga,2018,1st Decile,605.93
Kalinga,2018,2nd Decile,749.26
Kalinga,2018,3rd Decile,857.61
Kalinga,2018,4th Decile,964.39
Kalinga,2018,5th Decile,1029.51
Kalinga,2018,6th Decile,1129.89
Kalinga,2018,7th Decile,1389.37
Kalinga,2018,8th Decile,1722.41
Kalinga,2018,9th Decile,2241.12
Kalinga,2018,All Income Groups,15950.42
Kalinga,2021,10th Decile,5995.37
Kalinga,2021,1st Decile,734.24
Kalinga,2021,2nd Decile,891.57
Kalinga,2021,3rd Decile,1070.56
Kalinga,2021,4th Decile,1116.41
Kalinga,2021,5th Decile,1187.68
Kalinga,2021,6th Decile,1328.19
Kalinga,2021,7th Decile,1725.99
Kalinga,2021,8th Decile,2049.7
Kalinga,2021,9th Decile,2614.05
Kalinga,2021,All Income Groups,18713.76
Kalinga,2023,10th Decile,4347.41
Kalinga,2023,1st Decile,1008.72
Kalinga,2023,2nd Decile,1142.43
Kalinga,2023,3rd Decile,1253.13
Kalinga,2023,4th Decile,1363.26
Kalinga,2023,5th Decile,1409.71
Kalinga,2023,6th Decile,1564.84
Kalinga,2023,7th Decile,1828.26
Kalinga,2023,8th Decile,1890.83
Kalinga,2023,9th Decile,2499.14
Kalinga,2023,All Income Groups,18307.71
Mountain Province,2018,10th Decile,2878.72
Mountain Province,2018,1st Decile,428.79
Mountain Province,2018,2nd Decile,488.34
Mountain Province,2018,3rd Decile,539.83
Mountain Province,2018,4th Decile,583.78
Mountain Province,2018,5th Decile,634.68
Mountain Province,2018,6th Decile,675.66
Mountain Province,2018,7th Decile,743.08
Mountain Province,2018,8th Decile,1042.43
Mountain Province,2018,9th Decile,1354.96
Mountain Province,2018,All Income Groups,9370.27
Mountain Province,2021,10th Decile,2943.04
Mountain Province,2021,1st Decile,508.43
Mountain Province,2021,2nd Decile,626.82
Mountain Province,2021,3rd Decile,673.85
Mountain Province,2021,4th Decile,736.17
Mountain Province,2021,5th Decile,770.0
Mountain Province,2021,6th Decile,832.08
Mountain Province,2021,7th Decile,953.07
Mountain Province,2021,8th Decile,1090.36
Mountain Province,2021,9th Decile,1362.61
Mountain Province,2021,All Income Groups,10496.42
Mountain Province,2023,10th Decile,2921.92
Mountain Province,2023,1st Decile,719.16
Mountain Province,2023,2nd Decile,784.68
Mountain Province,2023,3rd Decile,860.39
Mountain Province,2023,4th Decile,891.84
Mountain Province,2023,5th Decile,944.31
Mountain Province,2023,6th Decile,957.45
Mountain Province,2023,7th Decile,1188.46
Mountain Province,2023,8th Decile,1339.21
Mountain Province,2023,9th Decile,1685.43
Mountain Province,2023,All Income Groups,12292.87
Apayao,2018,10th Decile,2124.62
Apayao,2018,1st Decile,239.85
Apayao,2018,2nd Decile,333.39
Apayao,2018,3rd Decile,379.15
Apayao,2018,4th Decile,418.52
Apayao,2018,5th Decile,454.31
Apayao,2018,6th Decile,511.33
Apayao,2018,7th Decile,583.22
Apayao,2018,8th Decile,690.81
Apayao,2018,9th Decile,959.45
Apayao,2018,All Income Groups,6694.66
Apayao,2021,10th Decile,2422.37
Apayao,2021,1st Decile,405.15
Apayao,2021,2nd Decile,504.13
Apayao,2021,3rd Decile,538.89
Apayao,2021,4th Decile,601.86
Apayao,2021,5th Decile,639.17
Apayao,2021,6th Decile,695.38
Apayao,2021,7th Decile,731.17
Apayao,2021,8th Decile,854.88
Apayao,2021,9th Decile,1212.46
Apayao,2021,All Income Groups,8605.46
Apayao,2023,10th Decile,3385.75
Apayao,2023,1st Decile,495.8
Apayao,2023,2nd Decile,566.82
Apayao,2023,3rd Decile,608.21
Apayao,2023,4th Decile,670.29
Apayao,2023,5th Decile,738.99
Apayao,2023,6th Decile,751.26
Apayao,2023,7th Decile,1010.32
Apayao,2023,8th Decile,1128.88
Apayao,2023,9th Decile,1406.27
Apayao,2023,All Income Groups,10762.6
REGION I - ILOCOS REGION,2018,10th Decile,87989.27
REGION I - ILOCOS REGION,2018,1st Decile,16594.67
REGION I - ILOCOS REGION,2018,2nd Decile,20719.85
REGION I - ILOCOS REGION,2018,3rd Decile,22609.04
REGION I - ILOCOS REGION,2018,4th Decile,25406.42
REGION I - ILOCOS REGION,2018,5th Decile,24970.35
REGION I - ILOCOS REGION,2018,6th Decile,29926.07
REGION I - ILOCOS REGION,2018,7th Decile,32401.88
REGION I - ILOCOS REGION,2018,8th Decile,37542.77
REGION I - ILOCOS REGION,2018,9th Decile,49936.34
REGION I - ILOCOS REGION,2018,All Income Groups,348096.66
REGION I - ILOCOS REGION,2021,10th Decile,104583.75
REGION I - ILOCOS REGION,2021,1st Decile,16270.55
REGION I - ILOCOS REGION,2021,2nd Decile,22044.92
REGION I - ILOCOS REGION,2021,3rd Decile,23866.97
REGION I - ILOCOS REGION,2021,4th Decile,26533.85
REGION I - ILOCOS REGION,2021,5th Decile,28978.88
REGION I - ILOCOS REGION,2021,6th Decile,31395.0
REGION I - ILOCOS REGION,2021,7th Decile,34672.24
REGION I - ILOCOS REGION,2021,8th Decile,42234.41
REGION I - ILOCOS REGION,2021,9th Decile,56662.59
REGION I - ILOCOS REGION,2021,All Income Groups,387243.14
REGION I - ILOCOS REGION,2023,10th Decile,109355.2
REGION I - ILOCOS REGION,2023,1st Decile,20800.51
REGION I - ILOCOS REGION,2023,2nd Decile,25405.33
REGION I - ILOCOS REGION,2023,3rd Decile,29636.14
REGION I - ILOCOS REGION,2023,4th Decile,31682.27
REGION I - ILOCOS REGION,2023,5th Decile,35946.23
REGION I - ILOCOS REGION,2023,6th Decile,39440.83
REGION I - ILOCOS REGION,2023,7th Decile,42646.17
REGION I - ILOCOS REGION,2023,8th Decile,49819.0
REGION I - ILOCOS REGION,2023,9th Decile,59085.74
REGION I - ILOCOS REGION,2023,All Income Groups,443817.42
Ilocos Norte,2018,10th Decile,12229.0
Ilocos Norte,2018,1st Decile,2322.36
Ilocos Norte,2018,2nd Decile,2786.09
Ilocos Norte,2018,3rd Decile,3190.68
Ilocos Norte,2018,4th Decile,3536.61
Ilocos Norte,2018,5th Decile,3746.34
Ilocos Norte,2018,6th Decile,3846.5
Ilocos Norte,2018,7th Decile,4671.41
Ilocos Norte,2018,8th Decile,5448.41
Ilocos Norte,2018,9th Decile,6538.52
Ilocos Norte,2018,All Income Groups,48315.93
Ilocos Norte,2021,10th Decile,13547.24
Ilocos Norte,2021,1st Decile,3018.59
Ilocos Norte,2021,2nd Decile,3890.69
Ilocos Norte,2021,3rd Decile,3957.98
Ilocos Norte,2021,4th Decile,3969.04
Ilocos Norte,2021,5th Decile,4341.26
Ilocos Norte,2021,6th Decile,4940.29
Ilocos Norte,2021,7th Decile,5088.1
Ilocos Norte,2021,8th Decile,5641.89
Ilocos Norte,2021,9th Decile,6978.2
Ilocos Norte,2021,All Income Groups,55373.29
Ilocos Norte,2023,10th Decile,13765.02
Ilocos Norte,2023,1st Decile,4711.89
Ilocos Norte,2023,2nd Decile,5421.01
Ilocos Norte,2023,3rd Decile,5616.83
Ilocos Norte,2023,4th Decile,6009.98
Ilocos Norte,2023,5th Decile,6244.35
Ilocos Norte,2023,6th Decile,6388.0
Ilocos Norte,2023,7th Decile,7142.43
Ilocos Norte,2023,8th Decile,6819.18
Ilocos Norte,2023,9th Decile,7552.85
Ilocos Norte,2023,All Income Groups,69671.55
Ilocos Sur,2018,10th Decile,12704.25
Ilocos Sur,2018,1st Decile,2035.32
Ilocos Sur,2018,2nd Decile,2552.97
Ilocos Sur,2018,3rd Decile,2794.05
Ilocos Sur,2018,4th Decile,3291.27
Ilocos Sur,2018,5th Decile,3486.97
Ilocos Sur,2018,6th Decile,4000.15
Ilocos Sur,2018,7th Decile,4581.29
Ilocos Sur,2018,8th Decile,5230.05
Ilocos Sur,2018,9th Decile,6942.35
Ilocos Sur,2018,All Income Groups,47618.66
Ilocos Sur,2021,10th Decile,14946.17
Ilocos Sur,2021,1st Decile,2141.28
Ilocos Sur,2021,2nd Decile,2754.67
Ilocos Sur,2021,3rd Decile,3094.63
Ilocos Sur,2021,4th Decile,3334.98
Ilocos Sur,2021,5th Decile,3908.27
Ilocos Sur,2021,6th Decile,4343.13
Ilocos Sur,2021,7th Decile,4907.43
Ilocos Sur,2021,8th Decile,6360.82
Ilocos Sur,2021,9th Decile,8284.18
Ilocos Sur,2021,All Income Groups,54075.55
Ilocos Sur,2023,10th Decile,15268.6
Ilocos Sur,2023,1st Decile,2940.29
Ilocos Sur,2023,2nd Decile,3767.09
Ilocos Sur,2023,3rd Decile,4258.43
Ilocos Sur,2023,4th Decile,4365.73
Ilocos Sur,2023,5th Decile,4833.03
Ilocos Sur,2023,6th Decile,5421.32
Ilocos Sur,2023,7th Decile,6178.08
Ilocos Sur,2023,8th Decile,6635.85
Ilocos Sur,2023,9th Decile,8293.15
Ilocos Sur,2023,All Income Groups,61961.57
La Union,2018,10th Decile,17385.64
La Union,2018,1st Decile,2762.85
La Union,2018,2nd Decile,3319.11
La Union,2018,3rd Decile,3908.56
La Union,2018,4th Decile,4324.15
La Union,2018,5th Decile,4724.42
La Union,2018,6th Decile,5362.52
La Union,2018,7th Decile,5982.1
La Union,2018,8th Decile,6504.8
La Union,2018,9th Decile,9790.56
La Union,2018,All Income Groups,64064.71
La Union,2021,10th Decile,17347.04
La Union,2021,1st Decile,2687.57
La Union,2021,2nd Decile,3482.65
La Union,2021,3rd Decile,3973.26
La Union,2021,4th Decile,4106.44
La Union,2021,5th Decile,4559.0
La Union,2021,6th Decile,5482.32
La Union,2021,7th Decile,5972.47
La Union,2021,8th Decile,7543.84
La Union,2021,9th Decile,10562.03
La Union,2021,All Income Groups,65716.6
La Union,2023,10th Decile,21708.95
La Union,2023,1st Decile,3372.36
La Union,2023,2nd Decile,4273.21
La Union,2023,3rd Decile,4941.37
La Union,2023,4th Decile,5321.72
La Union,2023,5th Decile,5923.39
La Union,2023,6th Decile,7053.47
La Union,2023,7th Decile,7992.03
La Union,2023,8th Decile,9198.04
La Union,2023,9th Decile,11806.84
La Union,2023,All Income Groups,81591.39
Pangasinan,2018,10th Decile,45273.79
Pangasinan,2018,1st Decile,9770.43
Pangasinan,2018,2nd Decile,12052.69
Pangasinan,2018,3rd Decile,13475.33
Pangasinan,2018,4th Decile,13965.56
Pangasinan,2018,5th Decile,14165.03
Pangasinan,2018,6th Decile,15841.8
Pangasinan,2018,7th Decile,18118.0
Pangasinan,2018,8th Decile,18931.92
Pangasinan,2018,9th Decile,26502.81
Pangasinan,2018,All Income Groups,188097.36
Pangasinan,2021,10th Decile,60232.38
Pangasinan,2021,1st Decile,9158.39
Pangasinan,2021,2nd Decile,11974.72
Pangasinan,2021,3rd Decile,13741.59
Pangasinan,2021,4th Decile,14532.41
Pangasinan,2021,5th Decile,15727.7
Pangasinan,2021,6th Decile,17639.32
Pangasinan,2021,7th Decile,19306.11
Pangasinan,2021,8th Decile,20740.8
Pangasinan,2021,9th Decile,29024.28
Pangasinan,2021,All Income Groups,212077.71
Pangasinan,2023,10th Decile,56109.6
Pangasinan,2023,1st Decile,11539.94
Pangasinan,2023,2nd Decile,14958.38
Pangasinan,2023,3rd Decile,14923.38
Pangasinan,2023,4th Decile,17909.92
Pangasinan,2023,5th Decile,18001.54
Pangasinan,2023,6th Decile,20975.38
Pangasinan,2023,7th Decile,21482.82
Pangasinan,2023,8th Decile,23738.63
Pangasinan,2023,9th Decile,30953.32
Pangasinan,2023,All Income Groups,230592.91
REGION II - CAGAYAN VALLEY,2018,10th Decile,66022.84
REGION II - CAGAYAN VALLEY,2018,1st Decile,8825.97
REGION II - CAGAYAN VALLEY,2018,2nd Decile,11540.87
REGION II - CAGAYAN VALLEY,2018,3rd Decile,13107.55
REGION II - CAGAYAN VALLEY,2018,4th Decile,14549.75
REGION II - CAGAYAN VALLEY,2018,5th Decile,16707.0
REGION II - CAGAYAN VALLEY,2018,6th Decile,17601.34
REGION II - CAGAYAN VALLEY,2018,7th Decile,20996.35
REGION II - CAGAYAN VALLEY,2018,8th Decile,25006.66
REGION II - CAGAYAN VALLEY,2018,9th Decile,31586.18
REGION II - CAGAYAN VALLEY,2018,All Income Groups,225944.52
REGION II - CAGAYAN VALLEY,2021,10th Decile,79559.68
REGION II - CAGAYAN VALLEY,2021,1st Decile,10625.43
REGION II - CAGAYAN VALLEY,2021,2nd Decile,13494.96
REGION II - CAGAYAN VALLEY,2021,3rd Decile,15383.78
REGION II - CAGAYAN VALLEY,2021,4th Decile,16648.06
REGION II - CAGAYAN VALLEY,2021,5th Decile,18245.72
REGION II - CAGAYAN VALLEY,2021,6th Decile,20073.37
REGION II - CAGAYAN VALLEY,2021,7th Decile,22666.08
REGION II - CAGAYAN VALLEY,2021,8th Decile,26920.05
REGION II - CAGAYAN VALLEY,2021,9th Decile,36863.04
REGION II - CAGAYAN VALLEY,2021,All Income Groups,260480.16
REGION II - CAGAYAN VALLEY,2023,10th Decile,70285.28
REGION II - CAGAYAN VALLEY,2023,1st Decile,14508.1
REGION II - CAGAYAN VALLEY,2023,2nd Decile,17996.76
REGION II - CAGAYAN VALLEY,2023,3rd Decile,19241.78
REGION II - CAGAYAN VALLEY,2023,4th Decile,20823.24
REGION II - CAGAYAN VALLEY,2023,5th Decile,22475.52
REGION II - CAGAYAN VALLEY,2023,6th Decile,24531.24
REGION II - CAGAYAN VALLEY,2023,7th Decile,26788.68
REGION II - CAGAYAN VALLEY,2023,8th Decile,31892.21
REGION II - CAGAYAN VALLEY,2023,9th Decile,39082.67
REGION II - CAGAYAN VALLEY,2023,All Income Groups,287625.5
Batanes,2018,10th Decile,542.45
Batanes,2018,1st Decile,84.69
